Yeni Madde No,Yeni Madde İçeriği,Eşleşen Eski Madde,Benzerlik,Durum
MADDE 8,sağlık tesisi tarafından yönetmelik kapsamında verilen sağlık hiz metleri ilgili verilerin kaydedilmesi arşivlenmesi hususlarında bakanlığın kayıt tescil sistemind kayıtlı bir sağlık bilgi yönetim sistemi kullanılması zorunludur sağlık tesisi tarafından kayıt altına alınan kişisel sağlık verileri 2016 tarihli 6698 sayılı kişisel verilerin korunması kanununa 3359 sayılı kanunun uncu maddesi hükümlerin uygun bir şekild işlenir bakanlıkça belirlenen usul esaslara uygun bir kild merkezi sağlık veri sistemin aktarılır sağlık tesisi aracı kuruluş bakanlıkça istenen bilgi belgeleri göndermekl yükümlüdür sağlık tesisi aracı kuruluşlar portala üye olmak veri girişini tam doğru güncel yapmak zorundadır sağlık tesisi aracı kuruluşlar sağlık turizmi amacıyla yurt içind yurt dışında oluşturacakları hizmet birimlerini portal üzerinden bildirir sorumlu personel olmak üzere uluslararası sağlık turizmi hizmetlerind görevlendirilen personel aracı kuruluş tarafından portala kaydedilir performan kriterleri değerlendirm,MADDE 1,0.062,Yeni Madde
MADDE 9,sağlık tesisi aracı kuruluşlar yer alan performan kriterleri doğrultusunda ushaş tarafından yılda bir değerlendirilir yapılan değerlendirm neticesind sağlık tesisi aracı kuruluşların yeterliliği portal üzerinden ilgililer bildirilir performan kriterleri bakımından kısmen yeterli yetersiz olarak değerlendiri len sağlık tesisi aracı kuruluş tespit tarihinden itibaren içind kontrol değerlendirm sine tabi tutulur kontrol değerlendirmesi sonucunda yeterliliğin sağlanamadığının tespiti lind kısmen yeterlilik halind yetersizlik halind altı süreyl yetki belgesi askıya alınır yetki belgesi askıya alınan sağlık tesisi aracı ruluşlar askı süresinin sona ermesinden itibaren içind ikinci kontrol değerlendirmesin tabi tutulur kinci kontrol değerlendirmesi sonucunda yeterliliğin sağlanamadığının tespiti lind yetki belgesi iptal edilir nisan 2025 sayı 32882 resm gazet sayfa üçüncü bölüm turistin sağlığı turistin sağlığı kapsamındaki hizmetl,MADDE 1,0.054,Yeni Madde
MADDE 10,ülkemizd toplantı kongr ticari turizm amaçlı süreli olarak kalan yabancılar ülkemizd bulundukları sırada gelişen hastalıklarında acil durumlarında kamu kurum kuruluşları üniversitel özel sağlık kuruluşlarında sunulan sağlık hiz metlerinden yararlanabilir ani gelişen hastalık acil durumların sonrasında devam niteliğin deki sağlık hizmetleri yetki belgesi bulunmayan sağlık tesisind sunulamaz acil sağlık hizmetleri acil hasta nakilleri ücreti karşılığı sunulur acil sağlık hizmeti almak sağlık tesisin başvuru yapan yabancı hastaların kabul edilmesi gerekli tıbbi müdahalenin kayıtsız şartsız gecikmeksizin yapılması zorunludur hizmet bedelinin tahsiliyl ilgili işleml acil müdahal bakım sağlandıktan sonra yapılır trafik kazaları sonucunda verilecek sağlık hizmetlerinin bede türk vatandaşları yabancı uyruklu kişilerin uyruğuna sosyal güvencesinin olup olmadığına bakılmaksızın ilgili mevzuatı gereği sosyal güvenlik kurumundan tahsil edilir trafik kazalarında kişinin bizzat kendisinden tedavi bede talep edilemez ancak trafik kazası nedeniyl acil sağlık hiz meti alan kişinin isteğ bağlı ilav seyahat sigortası var sigortaya fatura edilerek poliç kapsamında ödeme tahsil edilir dördüncü bölüm fiyatlandırma fatura şlemleri tanıtım bilgilendirm fiyatlandırma,MADDE 1,0.038,Yeni Madde
MADDE 11,uluslararası sağlık turizmi kapsamında sunulan sağlık hizmetinin deli bakanlıkça belirlenir sağlık tesisi bakanlıkça belirlenen sağlık turizmi fiyat tarifesind belirlenen usul esaslara uymakla yükümlüdür fatura düzenlenmesi verilecek belgel,MADDE 1,0.013,Yeni Madde
MADDE 12,sağlık tesisi tarafından sağlık turizmi kapsamında hizmet alanlar ilgili mevzuatına göre satış fişi fatura düzenlenmesi zorunludur satış fişi fatura ekind hastaya sunulan sağlık hizmetinin ayrıntılı dökümünü birim fiyatlarını gösteren belg düzenlenir ayrıca hizmet alan kişil tarafından istenildiğind aşağıda belirtilen belgelerin ücretsiz olarak verilmesi zorunludur sağlık tesisi tarafından sağlık tesisind kullanılıp bede hastadan alınan ilaç sarf malzemesinin tür miktarlarını gösteren list adli vakalara ilişkin olanların asılları verilmemek kaydıyla sağlık tesisind şarıda yapılan bede hasta tarafından ödenen laboratuvar tetkik tahlil sonuçları rad yolojik görüntüleri dışarıdan satın alınan ilaç malzemenin reçeteleri aracı kuruluş tarafından uluslararası sağlık turisti beraberindeki refakatçi diğer yakınlarına sunulan konaklama ulaşım transfer tercümanlık danışmanlık hizmetl talep edilen retlerin ayrıntılı dökümü tanıtım bilgilendirm,MADDE 1,0.043,Yeni Madde
MADDE 13,sağlık tesisi aracı kuruluşlarda 2023 tarihli 32263 sayılı resm gazet yayımlanan sağlık hizmetlerind tanıtım bilgilendirm faaliyetleri hak kında yönetmelik hükümleri uygulanır sağlık tesisi aracı kuruluşlar yabancı dil seçeneği bulunan internet sitesi oluşturulması zorunludur nternet sitesind yer alan kuruluş ismi unvanlar sağlık tesisi aracı kuruluş yetki belgesindeki unvan sahiplik adı uyumlu olmak zorundadır sağlık tesisi yönetmelik kapsamında almış olduğu akreditasyon belgesi sertifikayı internet sitesind yayınlamak zorundadır sayfa resm gazet nisan 2025 sayı 32882 beşi nci bölüm çeşitli son hükümler eğitim,MADDE 5,0.067,Yeni Madde
MADDE 14,uluslararası sağlık turizmi alanında gerçekleştirilecek sertifikalı eği timler 2014 tarihli 28903 sayılı resm gazet yayımlanan sağlık bakanlığı sertifi kalı eğitim yönetmeliği kapsamında bakanlıkça eğitim vermek üzere yetkilendirilmiş mer kezler tarafından verilir denetim,MADDE 1,0.145,Yeni Madde
MADDE 15,sağlık tesisi aracı kuruluş 2023 tarihli 32372 sayılı resm gazet yayımlanan özel sağlık tesislerinin denetimi hakkında yönetmelik hükümlerin uygun olarak yer alan denetim sorgu idari yaptırım formlarında belirtilen kriterler göre denetlenir yönetmelikt belirtilen usul esaslara uymadığı sağlık turizmi faaliyeti durdurulan yetki belgesi askıya alınan iptal edilen sağlık tesisi aracı kuruluş ticaret bakanlığı kültür turizm bakanlığına bakanlıkça bildirilir aracı kuruluşlar uluslararası sağlık turizmi kapsamında yapmış olduğu faaliyetlerl ilgili olarak yönetmelikt yer alan hususlarda 663 sayılı kanun hükmünde kararnamenin nci maddesinin ikinci fıkrasının bendin uygunluk yönünden ushaş tarafından ğerlendirilir dari yaptırım,MADDE 1,0.077,Yeni Madde
MADDE 16,yönetmelikt belirtilen usul esaslara uymayanlar hakkında yer alan idari yaptırımlar uygulanır yapılan denetiml esnasında sağlık turistinin tedavisini olumsuz etkileyen hiz metin devamı halind sağlığını güvenliğini tehlikey sokan hizmetin gecikmeksizin dur durulmasını gerektiren acil telafisi güç durumların ortaya çıktığının tespiti halind yetki belgesi durum ortadan kalkıncaya kadar sağlık tesisi bakanlık aracı kuruluş ushaş tarafından askıya alınır sağlık tesisi aracı kuruluş kayıtlarının incelenmesi sonucunda kayıtların uygun suz olarak tutulduğunun tespit edilmesi durumunda yetki belgesi altı süreyl askıya alınır aynı fiilin bir yıl içind tekrarlanması halind yetki belgesi iptal edilir son bir yıl içind sağlık turizmi kapsamında faaliyet göstermeyen sağlık tesisi aracı kuruluşun yetki belgesi iptal edilir yetki belgesi iptal edilen kuruluşlar bir yıl süre yeni yetki belgesi düzenlen mez yürürlükten kaldırılan yönetmelik,MADDE 1,0.073,Yeni Madde
MADDE 17,2017 tarihli 30123 sayılı resm gazet yayımlanan ulu lararası sağlık turizmi turistin sağlığı hakkında yönetmelik yürürlükten kaldırılmıştır mevcut sağlık tesisi aracı kuruluşların uyumu geçi,MADDE 1,0.057,Yeni Madde
MADDE 1,yönetmeliğin yürürlüğe girdiği tarihten önce sağlık rizmi yetki belgesi almış sağlık tesisi aracı kuruluşlar yönetmeliğin yürürlüğe girdiği tarihten itibaren altı içind yönetmelik hükümlerin uyum sağlamak zorundadır renin sonunda uyum sağlamayanların yetki belgesi iptal edilir sağlık tesisi ncı maddenin birinci fıkrasının bendind yer alan yükümlülükleri 2025 tarihin kadar sağlar sağlık tesisi ncı maddenin birinci fıkrasının bendind yer alan yükümlülüğü 2026 tarihin kadar sağlar yürürlük,MADDE 4,0.094,Yeni Madde
MADDE 18,yönetmelik yayımı tarihind yürürlüğe girer yürütme,MADDE 4,0.91,Benzer
MADDE 19,yönetmelik hükümlerini sağlık bakanı yürütür nisan 2025 sayı 32882 resm gazet sayfa sayfa resm gazet nisan 2025 sayı 32882 nisan 2025 sayı 32882 resm gazet sayfa sayfa resm gazet nisan 2025 sayı 32882 nisan 2025 sayı 32882 resm gazet sayfa sayfa resm gazet nisan 2025 sayı 32882 nisan 2025 sayı 32882 resm gazet sayfa sayfa resm gazet nisan 2025 sayı 32882 nisan 2025 sayı 32882 resm gazet sayfa sayfa resm gazet nisan 2025 sayı 32882 nisan 2025 sayı 32882 resm gazet sayfa sayfa resm gazet nisan 2025 sayı 32882 tarım orman bakanlığından yurt nde canli hayvan hayvans ürünleri naki lleri hakkinda yönetm kte deği kli yapilmasina dai yönetm,MADDE 5,0.179,Yeni Madde
MADDE 1,2011 tarihli 28145 sayılı resm gazet yayımlanan yurt çind canlı hayvan hayvans ürünlerin nakilleri hakkında yönetmeliğin üncü maddesinin birinci fıkrasının bendind yer alan düzenlenen veri tabanından alınan imzalı onaylı ibaresi imzalı olarak elektronik ortamda düzenlenen şeklind değiştirilmiş aynı fık raya aşağıdaki bent eklenmiştir veterin yol kontrol denetim istasyonu canlı hayvan hayvans ürün nakil vasıtaları nakil ilgili belgelerin kontrol denetimlerinin yapıldığı belgesiz nakillerl ilgili işlemlerin yürütüldüğü bakanlık tarafından kurulan tesisi,MADDE 2,0.093,Yeni Madde
MADDE 2,aynı yönetmeliğin nci maddesinin birinci fıkrasında yer alan beş ibaresi şeklind değiştirilmiştir,MADDE 2,0.327,Yeni Madde
MADDE 3,aynı yönetmeliğin uncu maddesin aşağıdaki fıkra eklenmiştir hayvan nakleden araç hayvan sahipleri bakanlıkça belirlenen veterin yol kontrol denetim istasyonlarından birin girmek nakledilen hayvanları kontrol tirmekl yükümlüdür denetim istasyonlarına girmeyen nakil vasıtası sahibin hayvan hibin kanunun ncı maddesinin birinci fıkrasının bendi gereği idari para cezası verilir stasyon denetimlerl ilgili uygulanacak olan ilav hükümler bakanlıkça belirlenir kanlık internet sayfasında yayımlanır,MADDE 3,0.125,Yeni Madde
MADDE 4,yönetmelik yayımı tarihind yürürlüğe girer,MADDE 4,1.0,Benzer
